Title of Game,System,Date (First Released),Series,Version,Regions,Direct Sequel,Developer,Publisher,Genre,Alternative Names
The Pedestrian,MIC - XSXS,20220104,,Port,ww,,Skookum Arts LLC,Skookum Arts LLC,Puzzle Platformer,
The Pedestrian,NIN - SWI,TTTTBBAA,,Port,,,Skookum Arts LLC,Skookum Arts LLC,Puzzle Platformer,
The Revenge of Shinobi,NIN - GBA,,,,,,,,,
The Simpsons: Hit & Run,NIN - GCN,,,,,,,,,
The Sims,NIN - GCN,,,,,,,,,
The Sims 2,NIN - GCN,,,,,,,,,
The Sims 2: Pets,NIN - DS,,,,,,,,,
The Sims 2: Pets,NIN - GCN,,,,,,,,,
The Sims 3,NIN - DS,,,,,,,,,
The Sims Bustin' Out,NIN - GCN,,,,,,,,,
The World Ends With You,NIN - DS,,,,,,,,,
Theatrhythm Final Bar Line,NIN - SWI,20230216,Final Fantasy,,ww,,Square Enix CBU 1/indieszero,Square Enix,,
Theatrhythm Final Bar Line,SON - PS4,20230216,Final Fantasy,,ww,,Square Enix CBU 1/indieszero,Square Enix,,
Theatrhythm Final Fantasy,NIN - 3DS,201202,Final Fantasy,,,,,,,
Theatrhythm Final Fantasy: Curtain Call,NIN - 3DS,201404,Final Fantasy,,,,,,,
TimeSplitters 2,NIN - GCN,,,,,,,,,
Tingle's Balloon Fight DS,NIN - DS,,Zelda,,,,,,,
Toki Tori,NIN - GBC,,,,,,,,,
Toki Tori 3D,NIN - 3DS,,,,,,,,,
Tokyo Mirage Sessions FE,NIN - WIIU,201512,Megami Tensei,,,,,,,
Tokyo Mirage Sessions FE,NIN - SWI,202001,Megami Tensei,,,,,,,
Tom Clancy's Splinter Cell 3D,NIN - 3DS,,,,,,,,,
Tomato Adventure,NIN - GBA,20020125,,,jp,,AlphaDream,Nintendo,,
Tomb Raider,NIN - GBC,,,,,,,,,
Tomb Raider: Anniversary,NIN - WII,,,,,,,,,
Tomb Raider: Curse of the Sword,NIN - GBC,,,,,,,,,
Tomb Raider: Legend,NIN - DS,,,,,,,,,
Tomb Raider: Legend,NIN - GCN,,,,,,,,,
Tomb Raider: Underworld,NIN - DS,,,,,,,,,
Tomb Raider: Underworld,NIN - WII,,,,,,,,,
Tomodachi Collection,NIN - DS,,,,,,,,,
Tomodachi Life,NIN - 3DS,,,,,,,,,
Tony Hawk's American Sk8land,NIN - GBA,,,,,,,,,
Tony Hawk's American Wasteland,NIN - GCN,,,,,,,,,
Tony Hawk's Downhill Jam,NIN - GBA,,,,,,,,,
Tony Hawk's Pro Skater,NIN - GBC,,,,,,,,,
Tony Hawk's Pro Skater,NIN - N64,,,,,,,,,
Tony Hawk's Pro Skater 2,NIN - GBA,,,,,,,,,
Tony Hawk's Pro Skater 2,NIN - GBC,,,,,,,,,
Tony Hawk's Pro Skater 2,NIN - N64,,,,,,,,,
Tony Hawk's Pro Skater 3,NIN - GBA,,,,,,,,,
Tony Hawk's Pro Skater 3,NIN - GBC,,,,,,,,,
Tony Hawk's Pro Skater 3,NIN - GCN,,,,,,,,,
Tony Hawk's Pro Skater 3,NIN - N64,,,,,,,,,
Tony Hawk's Pro Skater 4,NIN - GBA,,,,,,,,,
Tony Hawk's Pro Skater 4,NIN - GCN,,,,,,,,,
Tony Hawk's Underground,NIN - GBA,,,,,,,,,
Tony Hawk's Underground,NIN - GCN,,,,,,,,,
Tony Hawk's Underground 2,NIN - GBA,,,,,,,,,
Tony Hawk's Underground 2,NIN - GCN,,,,,,,,,
Top Gun,NIN - NES,,,,,,,,,
Top Gun: Guts and Glory,NIN - GB,,,,,,,,,
Top Gun: The Second Mission,NIN - NES,,,,,,,,,
Torneko: The Last Hope,SON - PS1,,,,,,,,,
Tottoko Hamtaro Nazo Nazo Q Kumonoue no ? Jou,NIN - DS,20051201,Hamtaro,,jp,,AlphaDream,Nintendo,,
Touch Detective,NIN - DS,,,,,,,,,
Touch Detective 2 1/2,NIN - DS,,,,,,,,,
TrackMania DS,NIN - DS,,,,,,,,,
Trauma Center: New Blood,NIN - WII,200711,Trauma,,,,,,,
Trauma Center: Second Opinion,NIN - WII,200611,Trauma,,,,,,,
Trauma Center: Under the Knife,NIN - DS,200506,Trauma,,,,,,,
Trauma Center: Under the Knife 2,NIN - DS,200807,Trauma,,,,,,,
Trauma Team,NIN - WII,201005,Trauma,,,,,,,
Trials of Mana,NIN - SNES,199509,Mana,,,,,,,
Trials of Mana,MIC - WIN,202004,Mana,,,,,,,
Trials of Mana,NIN - SWI,202004,Mana,,,,,,,
Trials of Mana,SON - PS4,202004,Mana,,,,,,,
True Swing Golf,NIN - DS,,,,,,,,,
Turok 2: Seeds of Evil,NIN - GBC,,,,,,,,,
Turok 2: Seeds of Evil,NIN - N64,,,,,,,,,
Turok 3: Shadow of Oblivion,NIN - GBC,,,,,,,,,
Turok 3: Shadows of Oblivion,NIN - N64,,,,,,,,,
Turok: Battle of the Bionosaurs,NIN - GB,,,,,,,,,
Turok: Dinosaur Hunter,NIN - N64,,,,,,,,,
Turok: Evolution,NIN - GBA,,,,,,,,,
Turok: Evolution,NIN - GCN,,,,,,,,,
Turok: Rage Wars,NIN - GBC,,,,,,,,,
Turok: Rage Wars,NIN - N64,,,,,,,,,
Twisted Metal,SON - PS1,,,,,,,,,
Twisted Metal 2,SON - PS1,,,,,,,,,
Twisted Metal 4,SON - PS1,,,,,,,,,
Twisted Metal: Small Brawl,SON - PS1,,,,,,,,,
Ultimate Mortal Kombat,NIN - DS,,,,,,,,,
Ultimate Mortal Kombat 3,NIN - SNES,,,,,,,,,
Ultimate NES Remix,NIN - 3DS,201411,NES Remix,,,,,,,
Uniracers,NIN - SNES,,,,,,,,,
Urban Champion,NIN - NES,,,,,,,,,
Vagrant Story,SON - PS1,,,,,,,,,
Valkyrie Profile,SON - PS1,,,,,,,,,
Valkyrie Profile: Covenant of the Plume,NIN - DS,,,,,,,,,
Vampire Killer,MIC - XLA,,Castlevania,,,,,,,
Various Daylife,MIC - WIN,20220913,,,ww,,DokiDoki Groove Works,Square Enix,,
Various Daylife,NIN - SWI,20220913,,,ww,,DokiDoki Groove Works,Square Enix,,
Various Daylife,SON - PS4,20220916,,Port,ww,,DokiDoki Groove Works,Square Enix,,
Various Daylife,APP - IOS,20230123,,Port,ww,,DokiDoki Groove Works,Square Enix,,
Vertical Force,NIN - VB,,,,,,,,,
Vib-Ribbon,SON - PS1,,,,,,,,,
Viewtiful Joe,NIN - GCN,,,,,,,,,
Viewtiful Joe 2,NIN - GCN,,,,,,,,,
Viewtiful Joe: Double Trouble!,NIN - DS,,,,,,,,,
Viewtiful Joe: Red Hot Rumble,NIN - GCN,,,,,,,,,
Virtual Boy Wario Land,NIN - VB,,,,,,,,,
Volleyball,NIN - NES,,,,,,,,,
Vs. Balloon Fight,ARC,198409,Balloon Fight,,,,,,,
Vs. Super Mario Bros,ARC,,Super Mario,,,,,,,
VVVVVV,NIN - 3DS,,,,,,,,,
Wario Blast: Featuring Bomberman!,NIN - GB,,,,,,,,,
Wario Land 3,NIN - GBC,,,,,,,,,
Wario Land 4,NIN - GBA,,,,,,,,,
Wario Land II,NIN - GB,,,,,,,,,
Wario Land II,NIN - GBC,,,,,,,,,
Wario Land: Shake It!,NIN - WII,200807,Wario Land,,,,,,,
Wario Land: Super Mario Land 3,NIN - GB,,,,,,,,,
Wario World,NIN - GCN,,,,,,,,,
Wario: Master of Disguise,NIN - DS,,,,,,,,,
Wario's Woods,NIN - NES,,,,,,,,,
Wario's Woods,NIN - SNES,,,,,,,,,
WarioWare D.I.Y.,NIN - DS,,,,,,,,,
WarioWare Gold,NIN - 3DS,,,,,,,,,
WarioWare Inc: Mega Party Games,NIN - GCN,,,,,,,,,
WarioWare: Mega Microgames,NIN - GBA,,,,,,,,,
WarioWare: Smooth Moves,NIN - WII,200612,WarioWare,,,,,,,
WarioWare: Touched!,NIN - DS,,,,,,,,,
WarioWare: Twisted!,NIN - GBA,,,,,,,,,
Wave Race,NIN - GB,,,,,,,,,
Wave Race 64,NIN - N64,,,,,,,,,
Wave Race: Blue Storm,NIN - GCN,,,,,,,,,
We Love Golf!,NIN - WII,200712,,,,,,,,
We Love Katamari Reroll+ Royale Reverie,MIC - WIN,20230602,Katamari,Remake,ww,,?,?,,
We Love Katamari Reroll+ Royale Reverie,MIC - XB1,20230602,Katamari,Remake,ww,,?,?,,
We Love Katamari Reroll+ Royale Reverie,MIC - XSXS,20230602,Katamari,Remake,ww,,?,?,,
We Love Katamari Reroll+ Royale Reverie,NIN - SWI,20230602,Katamari,Remake,ww,,?,?,,
We Love Katamari Reroll+ Royale Reverie,SON - PS4,20230602,Katamari,Remake,ww,,?,?,,
We Love Katamari Reroll+ Royale Reverie,SON - PS5,20230602,Katamari,Remake,ww,,?,?,,
Wii Chess,NIN - WII,200801,Wii,,,,,,,
Wii Fit,NIN - WII,200712,Wii,,,,,,,
Wii Fit Plus,NIN - WII,200910,Wii,,,,,,,
Wii Music,NIN - WII,200810,Wii,,,,,,,
Wii Party,NIN - WII,201007,Wii,,,,,,,
Wii Play,NIN - WII,200612,Wii,,,,,,,
Wii Play: Motion,NIN - WII,201007,Wii,,,,,,,
Wii Sports,NIN - WII,200611,Wii,,,,,,,
Wii Sports Resort,NIN - WII,200906,Wii,,,,,,,
Wild Gunman,NIN - NES,,,,,,,,,
WinBack: Covert Operations,NIN - N64,,,,,,,,,
Wing Island,NIN - WII,200612,,,,,,,,
Wo Long: Fallen Dynasty,MIC - WIN,20230303,,,ww,,Team Ninja,Koei Tecmo,,
Wo Long: Fallen Dynasty,MIC - XB1,20230303,,,ww,,Team Ninja,Koei Tecmo,,
Wo Long: Fallen Dynasty,MIC - XSXS,20230303,,,ww,,Team Ninja,Koei Tecmo,,
Wo Long: Fallen Dynasty,SON - PS4,20230303,,,ww,,Team Ninja,Koei Tecmo,,
Wo Long: Fallen Dynasty,SON - PS5,20230303,,,ww,,Team Ninja,Koei Tecmo,,
Wolfenstein 3D,NIN - GBA,,,,,,,,,
Wolfenstein 3D,NIN - SNES,,,,,,,,,
World Class Track Meet,NIN - NES,,,,,,,,,
World of Final Fantasy,SON - PS4,201610,Final Fantasy,,,,,,,
World of Final Fantasy,SON - PSV,201610,Final Fantasy,,,,,,,
World of Final Fantasy,MIC - WIN,201711,Final Fantasy,,,,,,,
World of Final Fantasy,MIC - XB1,201811,Final Fantasy,,,,,,,
World of Final Fantasy,NIN - SWI,201811,Final Fantasy,,,,,,,
Worms 3D,NIN - GCN,,,,,,,,,
Wrecking Crew,NIN - NES,,,,,,,,,
Wrecking Crew '98,NIN - SNES,,,,,,,,,
Xenoblade Chronicles,NIN - WII,201006,Xenoblade,,,,,,,
Xenoblade Chronicles 2,NIN - SWI,201712,Xenoblade,,,,,,,
Xenoblade Chronicles 2: Torna - The Golden Country,NIN - SWI,201809,Xenoblade,,,Xenoblade Chronicles 2,,,,
Xenoblade Chronicles 3,NIN - SWI,202207,Xenoblade,,,,,,,
Xenoblade Chronicles 3D,NIN - 3DS,201504,Xenoblade,RERELEASE,,,,,,
Xenoblade Chronicles X,NIN - WIIU,201504,Xenoblade,,,,,,,
Xenoblade Chronicles: Definitive Edition,NIN - SWI,202005,Xenoblade,Remaster,,,,,,
Xenogears,SON - PS1,199802,Xenoblade,,,,,,,
Xenosaga Episode I,SON - PS2,200202,Xenoblade,,,,,,,
Xenosaga Episode II,SON - PS2,200406,Xenoblade,,,Xenosaga Episode I,,,,
Xenosaga Episode III,SON - PS2,200607,Xenoblade,,,Xenosaga Episode II,,,,
Xevious,NIN - NES,,,,,,,,,
Yakuza,SON - PS2,20051208,Like a Dragon,,ww,,Sega,Sega,Action-Adventure,Ryu ga Gotoku/Like a Dragon
Yakuza 0,SON - PS4,20150312,Like a Dragon,,ww,,Ryu Ga Gotoku Studio,Sega,Action-Adventure,Like a Dragon 0: The Place of Oath
Yakuza 0,SON - PS3,20150312,Like a Dragon,,jp,,Ryu Ga Gotoku Studio,Sega,Action-Adventure,Like a Dragon 0: The Place of Oath
Yakuza 0,MIC - WIN,20180801,Like a Dragon,Port,ww,,Ryu Ga Gotoku Studio/Lab42,Sega,Action-Adventure,Like a Dragon 0: The Place of Oath
Yakuza 0,MIC - XB1,20200226,Like a Dragon,Port,ww,,Ryu Ga Gotoku Studio,Sega,Action-Adventure,Like a Dragon 0: The Place of Oath
Yakuza 2,SON - PS2,20061207,Like a Dragon,,ww,Yakuza,Sega,Sega,Action-Adventure,Ryu ga Gotoku 2/Like a Dragon 2
Yakuza 3,SON - PS3,20090226,Like a Dragon,,ww,Yakuza 2,Sega,Sega,Action-Adventure,Ryu ga Gotoku 3/Like a Dragon 3
Yakuza 3 Remastered,SON - PS4,20180809,Like a Dragon,Remaster,ww,Yakuza Kiwami 2,Ryu Ga Gotoku Studio,Sega,Action-Adventure,
Yakuza 3 Remastered,MIC - WIN,20210128,Like a Dragon,Remaster,ww,Yakuza Kiwami 2,QLOC,Sega,Action-Adventure,
Yakuza 3 Remastered,MIC - XB1,20210128,Like a Dragon,Remaster,ww,Yakuza Kiwami 2,Ryu Ga Gotoku Studio,Sega,Action-Adventure,
Yakuza 4,SON - PS3,20100318,Like a Dragon,,ww,Yakuza 3,Sega,Sega,Action-Adventure,Ryu ga Gotoku 4/Like a Dragon 4
Yakuza 4 Remastered,SON - PS4,20190117,Like a Dragon,Remaster,ww,Yakuza 3 Remastered,Ryu Ga Gotoku Studio,Sega,Action-Adventure,
Yakuza 4 Remastered,MIC - WIN,20210128,Like a Dragon,Remaster,ww,Yakuza 3 Remastered,QLOC,Sega,Action-Adventure,
Yakuza 4 Remastered,MIC - XB1,20210128,Like a Dragon,Remaster,ww,Yakuza 3 Remastered,Ryu Ga Gotoku Studio,Sega,Action-Adventure,
Yakuza 5,SON - PS4,20121205,Like a Dragon,,ww,Yakuza 4,Ryu Ga Gotoku Studio,Sega,Action-Adventure,Ryu ga Gotoku 5/Like a Dragon 5
Yakuza 5 Remastered,SON - PS4,20190620,Like a Dragon,Remaster,ww,Yakuza 4 Remastered,Ryu Ga Gotoku Studio,Sega,Action-Adventure,
Yakuza 5 Remastered,MIC - WIN,20210128,Like a Dragon,Remaster,ww,Yakuza 4 Remastered,QLOC,Sega,Action-Adventure,
Yakuza 5 Remastered,MIC - XB1,20210128,Like a Dragon,Remaster,ww,Yakuza 4 Remastered,Ryu Ga Gotoku Studio,Sega,Action-Adventure,
Yakuza 6: The Song of Life,SON - PS4,201612,Like a Dragon,,,,,,Action-Adventure,
Yakuza 6: The Song of Life,MIC - WIN,202103,Like a Dragon,,,,,,Action-Adventure,
Yakuza 6: The Song of Life,MIC - XB1,202103,Like a Dragon,,,,,,Action-Adventure,
Yakuza Kiwami,SON - PS4,201601,Like a Dragon,Remake,,,,,Action-Adventure,
Yakuza Kiwami,MIC - WIN,201902,Like a Dragon,Remake,,,,,Action-Adventure,
Yakuza Kiwami,MIC - XB1,202004,Like a Dragon,Remake,,,,,Action-Adventure,
Yakuza Kiwami 2,SON - PS4,201712,Like a Dragon,Remake,,,,,,
Yakuza Kiwami 2,MIC - WIN,201905,Like a Dragon,Remake,,,,,Action-Adventure,
Yakuza Kiwami 2,MIC - XB1,202007,Like a Dragon,Remake,,,,,Action-Adventure,
Yakuza: Dead Souls,SON - PS3,20110609,Like a Dragon,,jp-na-eu,,Sega,Sega,Action-Adventure,Ryu ga Gotoku of the End
Yakuza: Like a Dragon,SON - PS4,202001,Like a Dragon,,,,,,,
Yakuza: Like a Dragon,MIC - WIN,202011,Like a Dragon,,,,,,,
Yakuza: Like a Dragon,MIC - XB1,202011,Like a Dragon,,,,,,,
Yakuza: Like a Dragon,MIC - XSXS,202011,Like a Dragon,,,,,,,
Yakuza: Like a Dragon,SON - PS5,202103,Like a Dragon,,,,,,,
Yggdra Union: We'll Never Fight Alone,NIN - GBA,,,,,,,,,
Yo-kai Watch,NIN - 3DS,,,,,,,,,
Yoshi,NIN - GB,,,,,,,,,
Yoshi,NIN - NES,,,,,,,,,
Yoshi Topsy-Turvy,NIN - GBA,,,,,,,,,
Yoshi Touch & Go,NIN - DS,,,,,,,,,
Yoshi's Cookie,NIN - GB,,,,,,,,,
Yoshi's Cookie,NIN - NES,,,,,,,,,
Yoshi's Cookie,NIN - SNES,,,,,,,,,
Yoshi's Island DS,NIN - DS,,,,,,,,,
Yoshi's New Island,NIN - 3DS,,,,,,,,,
Yoshi's Safari,NIN - SNES,,,,,,,,,
Yoshi's Story,NIN - N64,,,,,,,,,
Ys III: Wanderers from Ys,NIN - SNES,,,,,,,,,
Ys IV: Mask of the Sun,NIN - SNES,,,,,,,,,
Ys Strategy,NIN - DS,,,,,,,,,
Ys V: Kefin The Lost City of Sand,NIN - SNES,,,,,,,,,
Zack & Wiki: Quest for Barbaros' Treasure,NIN - WII,200710,,,,,,,,
Zangeki no Reginleiv,NIN - WII,201002,,,,,,,,
Zelda II: The Adventure of Link,NIN - NES,198701,Zelda,,,,,,,
Zelda: The Wand of Gameleon,PHI - CDI,199310,Zelda,,,,,,,
Zelda's Adventure,PHI - CDI,199406,Zelda,,,,,,,
